date;review;rating;isEdited;userName;title;app_name;developerResponse
2021-04-26 19:24:58;Super Sache, Infos über Bolzplätze und Spielplätze. Auch die Einbindung der Restaurants und des ÖPNV ist klasse, jetzt muss nur die Pandemie endlich enden 😬;5.0;False;thomy Schö;Tolle Infos insbesondere auch für Eltern;löwenbündel;
2022-01-29 14:36:49;"Die Verknüpfungen sind genial. Die wichtigsten Informationen kurz und knapp und kein unnötiges Zeug. 
BraUNSchweig kann’s :D!";5.0;False;N.Lü;Einfach super!;löwenbündel;
2021-04-14 14:07:16;Endlich mal „fast“ alle wichtigen Infos aus Braunschweig im Überblick.;4.0;False;M. Bohr;Find ich super!;löwenbündel;
2021-04-13 08:08:33;Abfallkalender, Fahrplanauskunft der BSVG , Parkhäuser voll oder freie Plätze. Läuft bisher stabil;4.0;False;OliverP##;Nette Idee;löwenbündel;
2016-09-07 05:11:12;"Stürzt nach dem Update leider immer ab.
Nachtrag:
Absturz wurde offensichtlich behoben. 
Bringt jetzt übersichtlich aktuelle Informationen.
Ganz brauchbar für die Insel.";4.0;False;Harry Hops;Schade;typisch-sylt;
2020-08-16 18:14:30;Diese App hat uns während des Urlaubs auf Sylt gute Dienste geleistet.;5.0;False;Rubi0815;Sehr übersichtliche App;typisch-sylt;
2020-08-27 05:50:12;So richtig navigieren ist schwierig -die App stürzt gerne ab. Inhaltlich große Schwäche: die Veranstaltungsorte (z.B. Bei Konzerten) werden oft nicht genannt. Ohne Google kommt man nicht weiter. Testet eigentlich niemand?;2.0;False;Smeggs-Ffm;Luft nach oben;typisch-sylt;
2018-06-15 05:40:17;Stürzt nach dem Update dauernd ab. Könnt ihr das mal angehen? Möglichst zeitnah 😂;3.0;False;schatzi hamburg;Typisch Sylt;typisch-sylt;
2018-07-19 07:34:15;Gute Idee jedoch stürzt die App im Gezeitenkalender ab;2.0;False;Doe`s;Gute Idee jedoch sehr instabil;typisch-sylt;
2016-05-26 19:42:18;Als Urlauber kann ich durch diese App nur profitieren. Nachrichten, Veranstaltungen und Fahrpläne. Was braucht man mehr?;5.0;False;BrockoWi1;Insel App;typisch-sylt;
2015-11-30 10:01:31;Endlich der Überblick auf Sylt. Ein Grund mehr, Weihnachten auf die Insel zu kommen. Ich finde die App klasse!;5.0;False;hessen-antje;An Sylt geht eben nichts vorbei!;typisch-sylt;
2017-01-12 15:57:12;Prima Funktion. Geht auch wieder.;5.0;False;Hurti1224;Wind und Surf;typisch-sylt;
2019-01-01 20:20:54;"Ich benutze die App seit längerer Zeit, wenn wir auf Sylt in Urlaub sind. Leider ist die Funktion Busfahrplan, warum auch immer, eine Katastrophe geworden. Einzelne Stationen sind (wie früher) nicht mehr zu finden, obwohl die Bezeichnungen der ortsüblichen Busstops eingegeben werden. Es erscheinen plötzlich Orte u.a. in Süddeutschland. 
Leider ist auch die Internetseite des Entwicklers nicht erreichbar. 
Empfehlung: Bus aus der App nehmen, jeder nimmt sich den Fahrplan der EVS oder lädt den Fahrplan auf www.svg-Busreisen.de als pdf-Datei.";2.0;False;Litzibilli;Leider nicht mehr so zu empfehlen;typisch-sylt;
2016-01-10 17:44:51;Wind und Surf führt ständig zum Absturz des Apps. Geht gar nicht... Beim Sylt Shuttle werden nur Zeiten bis Nachmittags angezeigt. So eine Lachnummer! Null Sterne wären angebracht. Nur leider kann man die ja nicht geben.;1.0;False;Jani1256;Am liebsten hätte ich 0 gegeben;typisch-sylt;
2016-10-22 19:30:51;"Update vom 22.10.16
Was immer das Update enthält aber den Fehler im Abfallkalender habt ihr immer noch nicht behoben. 😡😡

Die App ist eigentlich super. Aber leider fehlt immer noch beim Abfallkalender der Ort Tinnum. Da ich das nun auch schon öfter per Mail mitgeteilt habe hoffe ich das es mal auf diesem Weg was wird. Wenn das behoben ist gibts auch fünf Sterne.";1.0;False;Thommy_80;immer noch kein Abfallkalender für Tinnum;typisch-sylt;
2022-12-03 23:42:13;Beim Einbuchen erhält man eine Fehlermeldung, mit dem Hinweis das dass Einbuchen  nicht  funktioniert hat. Trotzdem erscheinet ein Teil der Kundendaten. Die App behauptet im weiteren das man keine Verträge bei Mark-E habe. Nutzt man das Webinterface per Browser funktioniert alles. Ich frage mich ob die App vor dem Rollout überhaupt getestet wurde;1.0;False;Teamcara;Funktioniert leider nicht;mark-e;
2023-03-15 09:31:29;Die App ist wirklich das letzte, um auf meine Rechnungen zuzugreifen brauch ich ewigkeiten bis der Ladekreis endlich verschwindet und endlich was angezeigt wird.;1.0;False;paulderbauer;Das letzte;mark-e;
2019-01-03 07:58:20;Vor dem letzten Update gab es einen Abfallkalender der die Abholedaten auch in den normalen Kalender übertragen hat. Nach dem letzten Update habe ich die App mehrfach heruntergeladen bis der Abfallkalender Button wie von Zauberhand wieder aufgetaucht ist. Leider kann man aber keine abhole Adresse eintragen egal wie oft ich es versucht habe. Schade!;2.0;False;A.K.-H.;Abfallkalender funktioniert nicht mehr.;meine-enni;
2018-12-28 08:26:30;"Ich finde die Funktion des Abfallkalenders auch sehr praktisch. Leider scheint es seit dem letzten Update wieder ein Problem zu geben. Meine Adresse bzw. Gar keine Straße scheint mehr hinterlegt zu sein. 
Eine Fehlerbehebung wäre also super :)
Danke im Voraus.";3.0;False;xxxNamixxx;Abfallkalender;meine-enni;
2018-08-29 21:38:26;"Wo versteckt sich jetzt der Abfallkalender? Vor dem letzten Update gab es die Möglichkeit den Abfallkalender meines Wohnortes in den persönlichen Kalender zu laden! Das war durch die Erinnerungsfunktion sehr hilfreich! Jetzt muss ich mich wieder auf die Nachbarn verlassen ;-)
Bitte diese Funktion wieder in die App integrieren! Danke!";2.0;False;ThS1980;Abfallkalender;meine-enni;
2019-01-02 15:39:34;Wenn ich den Abfallkalender in meinen persönlichen Kalender laden möchte will die App eine Abholadresse für den Abfallkalender haben. Leider kann ich dort aber keine Straße eingeben. Ansonsten ist meine Adresse aber hinterlegt in Name und Anschrift. Bitte ändern damit man die Daten wieder laden kann.;3.0;False;Bine Str.;Abfallkalender;meine-enni;
2019-01-13 09:24:31;"Endlich geht ein sehr wichtiger Bestandteil der App wieder, was zuletzt ja sehr viel negative Rezensionen eingebracht hat.
Daher jetzt ein 👍🏼 und Danke ENNI das dass Problem gefixt wurde 😃";4.0;False;Buckrogers 1;Abfallkalender wieder online 👍🏼;meine-enni;
2020-12-13 08:07:57;Auch in der aktuellen Version funktioniert der Abfallkalender immer noch nicht. Sehr schade!!!!;2.0;False;Hexe88;Abfallkalender;meine-enni;
2019-01-02 20:13:14;"Seit einiger Zeit kann man beim Abfallkalender keine Straße mehr speichern, was diese Funktion dann überflüssig macht, da dann ja die Abholtermine weder in der App angezeigt werden, noch mit dem eigenen Kalender synchronisiert werden. Und seien wir ehrlich, wofür braucht man sonst diese App? Alle anderen Informationen bekommt man bei Interesse auch im Internet. Die Kritik haben auch schon andere User abgegeben, aber bei der Enni kommt das irgendwie nicht an, oder, wohl wahrscheinlicher, die interessiert es einfach nicht. Die lesen wahrscheinlich nur „bla bla bla... alles super“.
Note 6";1.0;False;300176;App Entwickler unfähig?!;meine-enni;
2021-01-01 14:09:27;Habe die Kalenderdaten übertragen. Leider werden sie nicht im Kalender angezeigt. Schade, bitte beheben.;2.0;False;Fueffa;Abfallkalender funktioniert nicht ...;meine-enni;
2022-06-22 07:15:11;"Um mir Rechnungen, o.ä. anschauen zu können, muss ich mich an normalen PC einloggen. Auf meinem handy kann ich die PDFs schlicht nicht öffnen. Alles vertragliche lässt sich nicht am handy einsehen, und das finde ich blöd.

Ansonsten finde ich den abfallkalender cool, den ich mit einem klick komplett in meinen Kalender übertragen kann, daher 2 sterne statt einem";2.0;False;Isi-Rider_82;Dokumente nicht zu öffnen;meine-enni;
2018-08-19 16:12:07;Große Probleme mit der Umstellung, leider kann man nun nicht mehr sehen wann der Müll abgeholt wird , sowie Papier ect .;2.0;False;RoUlBo;Kein Anzeige mehr wann Müllabholtermine;meine-enni;
2020-01-05 11:08:52;Die Abfalltermine für 2020 werden nicht in den persönlichen Kalender exportiert.;3.0;False;86E1C7F33D;Abfallkalender;meine-enni;
2018-08-30 05:47:48;Leider ist der komplette Bereich Abfall nicht mehr in der App. Schade, denn dafür habe ich die App hauptsächlich genutzt.;2.0;False;TzikiTaki;Abfall leider nicht mehr dabei;meine-enni;
2021-01-06 06:28:52;"Leider funktioniert der Export des Kalenders nicht.
Noch dazu ist die Auswahl des Sperrgutes sehr kompliziert (zu viele Kleinigkeiten zur Auswahl)";2.0;False;DemoZ87;Kalender Export funktioniert nicht;meine-enni;
2021-04-26 06:30:03;"Die App zeigt leider keinerlei Benachrichtigung zum Abfallkalender an, damit komplett nutzlos...
In den Einstellungen können zwar Benachrichtigung eingestellt werden, leider sind alle 5 bei mir gleich beschriftet sodass ich keine Ahnung habe worüber ich da eigentlich benachrichtigt werden müsste";1.0;False;PhilippRosengart;Keine Benachrichtigung;meine-enni;
2021-07-20 06:02:04;Neue Rechnungen lassen sich nicht als PDF öffnen und oder speichern. Generell unübersichtlich gestaltete App. Skalierung der Schrift sowie Darstellung ist auch Verbesserungswürdig!;2.0;False;Schwedenede;Unübersichtlich;meine-enni;
2020-04-06 20:59:58;Der Abfallkalender ist gut, aber die App stürzt z.B. bei „aktuelle Störungen“ ab.;2.0;False;Christian Dahlke;Gute Ideen, schlecht umgesetzt;meine-enni;
2019-01-02 18:18:27;"Zum neuen Jahr wird die Abholadresse des Abfallkalenders nicht mehr gefunden. Auch ein neues Eintragen derselben bringt nicht den gewünschten Erfolg, da überhaupt keine Adresse mehr in der Auswahlliste zur Verfügung steht bzw. nach einer gesucht werden kann.

Was ein furchtbar schlechtes Produkt!";1.0;False;Robottka;Abfallkalender funktioniert mal wieder nicht;meine-enni;
2018-12-06 18:56:04;Der Abfallkalender ist weg und ich finde ihn nicht mehr, seit dem letzten Update. Der war aber das einzige, was für mich an der APP interessant ist, alles andere kann man doch auch im Internet finden. Ohne Abfallkalender für mich nutzlos.;1.0;False;JR300176;Abfallkalender;meine-enni;
2018-12-27 10:31:00;Der Abfallkalender findet keine Adressdaten mehr. Somit ist die App für mich unbrauchbar. Schade.;1.0;False;Balou0508;Abfallkalender;meine-enni;
2018-12-23 17:35:37;"Wollte gerade den Abfallkalender für 2019 runterladen. Die App hat aber beanstandet, es sei keine Abholadresse eingetragen.
Habe ich dann versucht, aber das geht nicht. Die Auswahlliste - vermute mal da sollte eine sei - ist leer. Auch Eintragen einer Straße hilft nicht.
Also: unbrauchbar.";1.0;False;hschwender;Geht nicht;meine-enni;
2018-08-20 14:09:45;Vorher war es besser, jetzt fehlt der Abfallkalender 😭😭😭😭;2.0;False;Bernd W. Burn;Abfallkalender;meine-enni;
2018-11-01 06:31:18;Warum fehlt diese Meldefunktion? Foto, Standort und senden - könnte so einfach sein.;2.0;False;Der Provinator;Wilder Müll;meine-enni;
2019-01-12 13:10:58;Warum ist es so schwer den anzuzeigen?;1.0;False;Daki87;Abfallkalender;meine-enni;
2018-10-08 06:16:45;Seit dem Update finde ich den Abfallkalender nicht mehr. Nur dafür hatte ich die App. Den Rest brauche ich nicht. Sehr schade!;1.0;False;Alex230978;Vermisse den Abfallkalender;meine-enni;
2023-10-29 01:20:57;"Seit über 2 Monaten kann man sich im kundenportal nicht anmelden.. da steht „Wartungsarbeiten“.
Seit 2 Monate steht es da!!";1.0;False;Djtormento;Was da los?;meine-enni;
2023-12-05 12:01:50;Komme weder über die App noch den Pc auf mein Konto. Immer nur in der App „Wartungsarbeiten“ angezeigt bzw. über Kundenportal Pc kommt keine Verbindung zustande.;1.0;False;kiliman2;Enni IT;meine-enni;
2023-01-08 09:44:04;Der Kalenderexport funktioniert schon seit Ewigkeiten nicht und die Benachrichtigungseinstellungen sind sinnlos, wenn alle gleich benannt sind.;2.0;False;Klopper81;Nicht ausprogrammiert;meine-enni;
2018-12-30 20:54:58;"Leider kann man keinen Wohnort für den Abfallkalender mehr eingeben. 

Total buggy! - Wenn man eine App anbietet muss die auch funktionieren.";1.0;False;Aphofes;Abfallkalender funktioniert nicht;meine-enni;
2018-12-28 22:36:50;Der Abholstandort für Abfall kann in der App nicht angegeben werden. Dort steht bei der Suche, dass es keine Einträge gibt....;1.0;False;Daminho8;Die App funktioniert nicht richtig;meine-enni;
2018-09-19 18:11:24;Das einzige was nützlich war (Abfallkalender) ist nun weg!!!;1.0;False;Watchos3;Kein Abfallkalender;meine-enni;
2020-12-31 08:49:24;Leider funktioniert der auf die Persönliche Abholadresse zugeschnittene Abfallkalender nicht. App wieder deinstalliert.;1.0;False;Muffel007;Abfallkalender funktioniert nicht;meine-enni;
2018-12-21 17:51:14;"Abfallkalender findet Straße nicht??
Keine Adresse angegeben trotz fleißig eingetragener Daten , ich nehme wieder Papier da weiß man was man hat";1.0;False;Peerteer;Abfallkalender;meine-enni;
2018-09-05 05:15:23;Sieht ja ganz schön aus, aber DIE wichtigste Funktion „Abfall“ fehlt nun...Hat was von nem Auto ohne Reifen.;1.0;False;Menthi;Abfallkalender ?!;meine-enni;
2022-04-09 02:11:55;Leider funktioniert der Abfallkalender wieder nicht;1.0;False;Gisela41;Abfallkalender;meine-enni;
2020-01-15 23:32:36;"Liebe Entwickler 👨‍💻, was soll eine App für Kunden mit Login Funktion, bei der man auf keinerlei Vertragsdaten und/oder Kontodaten zugreifen kann? 🥺😖🤬
Das hat vor längerer Zeit mal funktioniert, jetzt leider nicht mehr 🤮";1.0;False;WOW-Sattel;Kein Zugriff auf Vertragsdaten;meine-enni;
2019-01-03 21:46:36;Ich vermisse auch die Abfallerinnerung. Das war immer sehr praktisch.;1.0;False;357996321379;Abfall;meine-enni;
2024-04-11 18:10:52;Gnadenlos schlechter Service mit unverhältnismäßig hohen Preisen und teilweise irreführenden Folgeverträgen. Ich würde weder diese App, noch dieses Unternehmen weiter empfehlen.;1.0;False;Kriss_meurix;Diese schlechte App passt zum schlechten Service;meine-enni;
2018-12-29 10:48:51;Abfallkalender funktioniert überhaupt nicht! Straßenauswahl nicht möglich!;1.0;False;DavidW87;Abfallkalender;meine-enni;
2023-03-06 15:44:37;"Weshalb bringt man eine Neue App heraus die wohl wieder nicht überprüft wurde - sogar auf schon bekannte Fehler?
Adresseingabe für den Abfallkalender funktioniert immer noch nicht, echt enttäuschend für die Große ENNI!";1.0;False;Tf16051962;Unvollständig;meine-enni;
2024-02-04 22:01:12;Die Übertragung der Abholtermine in den persönlichen Kalender funktioniert seit Wochen nicht und kein Mensch nimmt sich der Sache an!!!! Enttäuschend für so ein großes Unternehmen!!!!;1.0;False;Ami1408;***Absolute Schrott-App***;meine-enni;
2016-08-20 17:50:08;Nach dem Update funktioniert das Anzeigen der Müllabholtermine nicht mehr... Daher jetzt nutzlose App 😢;2.0;False;Cologne 79;Termine werden nicht mehr angezeigt;meine-enni;
2018-12-22 17:18:05;App ist schlechter geworden. Abfallkalender und Straßen Datenbank läuft nicht mehr. Diese App braucht keiner.;1.0;False;moerser23;Abfallkalender läuft nicht mehr;meine-enni;
2020-01-14 10:12:46;Absolut nutzlos. Funktioniert kein stück. Mit anderen worten: datenmüll!;1.0;False;herr_michael;Nutzlos;meine-enni;
2023-08-12 14:57:36;s Ist Scheissi app kann Nicht Meldn und Kann Nicht Plane Sehen bin so viel gesucht bitte wieder Update machen .;1.0;False;Ari Azeez;Am;meine-enni;
2018-12-31 23:13:59;Nichts geht mehr;1.0;False;Walli2004;Ab 2019 geht nichts mehr;meine-enni;
2024-02-07 13:32:53;Diese App gehört in den Abfall😡;1.0;False;ab-49;Abfallkalender;meine-enni;
2019-12-29 18:09:53;"Andauernd sind Daten weg, man muss permanent Neuinitialisieren , einfach 
schlecht gemacht";1.0;False;pimpo500;Schlechteste App ever;meine-enni;
2017-04-09 14:25:19;Schade;4.0;False;Uwe Wolle;Habe auch Probleme seit dem 7.04;meine-enni;
2015-10-18 17:31:55;Da ist ENNI und NIAG ein tolle App gelungen! Sehr viele Infos und Services für Moers und Neukirchen! Gefällt mir gut!;5.0;False;jogi811;Tolle App für den Niederrhein;meine-enni;
2017-01-05 20:06:10;Gute App. Aber Abfalltermine stimmen nicht. Bitte nachbessern. Danke;3.0;False;V 2.2.1;Absolute Empfehlung;meine-enni;
2016-04-09 07:31:44;Sinnige App mit sinnvollen Funktionen;5.0;False;Knut11123;Super App;meine-enni;
2017-04-13 18:09:58;Sonst sehr übersichtlich, stürzt nur leider ab, beim öffnen des abfallkalenders. Bitte dringend nachbessern;1.0;False;Tri Sport;Absturz;meine-enni;
2016-02-10 18:37:03;Da ich schon über 60 Jahre alt bin, war ich neugierig auf diese App u dachte sie wäre hilfreich. Leider kann ich bei Einstellungen meine Eingaben nicht speichern u die App nicht nutzen...;1.0;False;Flohmi;Bin enttäuscht;meine-enni;
2017-04-14 04:49:50;Abholtermine der Mülltonnen wird nicht mehr angezeigt!!!!!! Stürzt ab 😡;1.0;False;Kemo2012;Stürzt ab bitte schnell beheben 😡;meine-enni;
2015-10-16 18:54:13;Super Angebot. So viele Partner in einer App. Das ist richtig nützlich.;5.0;False;Luissophie;Super;meine-enni;
2016-03-23 13:52:53;Kurz: Peinlich, nutzlos & dilettantisch umgesetzt — bereits das unansehnliche Icon ist programmatisch. Gut, dass nur ein Bruchteil Ihrer Kunden aufgrund mangelnder Kompatibilität überhaupt in den Genuss kommt, die Anwendung zu laden.;1.0;False;*KaWi*;Naja;meine-enni;
2017-04-18 20:16:26;"Hallo, leider stürzt die App beim Öffnen des Abfallkalenders ab. Somit ist die App UNBAUCHBAR! 
(iOS 10.2.1)";1.0;False;Floristik;Kalender stürzt ab;meine-enni;
2017-04-12 04:45:50;Funktioniert schon wieder nicht;1.0;False;Sparibaldi;Abfallkalender;meine-enni;
2016-04-09 13:09:08;"Insbesondere mein ÖPNV ist sehr schlecht und unvollständig.
Nach dem Update enthielt ""meine Energie"" keine Daten mehr. Sehr schlecht";1.0;False;radimo;Schrott;meine-enni;
2024-01-07 17:49:40;Abfalltermine lassen sich in 2024 nicht mehr in den Kalender exportieren!;1.0;False;AnniWasz;Abfalltermine lassen sich in 2024 nicht mehr in den Kalender exportieren!;meine-enni;
2022-04-10 19:39:00;"Leider funktioniert der Abfallkalender nicht mehr.Was ist da los
Das";1.0;False;c3harley;Abfallkalender;meine-enni;
2021-04-06 06:31:26;zur zeit funktioniert der Abfallkalender mal wieder nicht.Schade 😔;4.0;False;uschinex;ABFALLKALENDER;meine-enni;
2018-01-22 12:56:52;Siehe oben!;4.0;False;TimWZ;Der Abfallkalender für das Postleitzahlengebiet 35586 funktioniert nicht;wetzlarapp;
2024-02-22 10:52:07;Finde es super das ich eine Pushbenachrichtigung bekomme für die Müllabholzeiten;5.0;False;Chiasbo;Weapp;wetzlarapp;
2023-08-30 19:12:59;Super App seit der Aktualisierung. Hilfreich bei der Parkplatz-Findung, aber auch super für die Müllerinnerung 👏;5.0;False;lou_maria;Alles in Einem 👌;wetzlarapp;
2020-10-22 03:42:05;Funktioniert nach iPhone Update nicht mehr , habe die App mehrfach wieder runtergeschmissen und neu heruntergeladen , hilft nichts. . Sollte dran gearbeitet werden .;1.0;False;andyswz08;Geht schlecht;wetzlarapp;
2022-03-26 13:24:40;"Kein Hinweis auf Support oder Kontakt, selbst über die Wenseite nicht möglich. 
Auch sonst ist es kaum zu gebrauchen";2.0;False;Growitiger;Taugt nichts❗️❗️;wetzlarapp;
2022-01-12 19:38:07;Abfall Kalender stimmt nicht mit der Leerung überein. Außerdem fehlt die Uhlandstrasse, die kann man nicht angeben.;1.0;False;Hans69n1;Abfall Kalender;wetzlarapp;
2017-07-09 20:40:44;Endlich alles in einer App für die heimische Region.;5.0;False;Andipippi;Klasse App für Wetzlar;wetzlarapp;
2021-01-05 15:39:21;Abfallkalender für 35586 nicht aktuell;1.0;False;👯🤓👍;Abfall;wetzlarapp;
2019-04-21 09:09:11;"Die App bietet sowohl für Urlauber als auch für Einheimische hilfreiche Informationen und ist gut strukturiert.

Bei den Freizeitangeboten fehlt mir noch der Link zur Sommerrodelbahn.";5.0;False;Ftnfdfh;Bin beeindruckt;bad-tabarz2go;
2019-05-02 05:47:43;Die App ist sehr gut gemacht. Sie ist sehr hilfreich und nützlich für Einwohner als auch Touristen.;5.0;False;Jimmy&Pete;Klasse;bad-tabarz2go;
2020-08-26 14:18:02;Schöne App für den Ort. Allerdings speichert der Müllkalender seit dem letzten Update die Einstellungen zur Erinnerung nicht und kann dadurch auch keine Mitteilung ausgeben.;4.0;False;Friedrichroda;Gute App, verschlimmbesserndes Update;bad-tabarz2go;
2023-03-07 12:38:38;Naja die app ist eig völlig sinnlos weil man alles per email senden muss warum ust dann überhaupt die app gut da;2.0;False;gerdrummelboxer;Sinnlos;igudd;
2022-06-30 19:50:56;Übersichtlich, informativ, leicht verständlich, schön gestaltet!;5.0;False;Stellofred;Gut gelungen;igudd;
2022-08-10 11:38:18;warum werden geschlossene Restaurants angezeigt? Nach dem Update waren die Einstellungen für den Abfallkalender weg. Sollte nicht passieren.;5.0;False;TinaR***;Prima, aber;igudd;
2022-07-10 16:46:52;"Die Idee der App ist gut, aber die Umsetzung ist stark verbesserungswürdig. 
z. B.  die Baustelleninfo ist mega veraltet (nur Baustellen aus 2021)
auch was die Ärzte anbelangt, ist nichts aktuell ( Dr. Wende ist schon ca. 1 Jahr tot).
Und es gibt bestimmt noch mehr was zu aktualisieren wäre. 
Also nichts wie ran, sonst wird das eine Totgeburt.";1.0;False;Spitzbub86;die Idee ist gut, Umsetzung??? Ohje!!!;igudd;
2023-11-29 16:39:02;"Hallo,
ich möchte den ganzen Leuten helfen, denn ich lese hier nur Probleme mit dem Abfallkalender und den Terminen die nichtmehr hinzugefügt werden können. 

Einfach in dem AppStore auf die Liste der bereits heruntergeladenen Apps gehen und die iGudd App „nach links wischen“ und auf „ausblenden“ drücken. (Somit ist die app nichtmehr in der iCloud gespeichert und komplett gelöscht) 

Dann iGudd wieder herunterladen und die Einstellungen für den Abfallkalender festlegen, bei mir ging es dadurch wieder!

Hoffe ich konnte euch damit helfen.";4.0;False;Schnorres1337;Bug Fix Abfallkalender;igudd;
2023-09-21 04:44:09;Leider erinnert mich die App nur manchmal an die Mülltermine. Hab jetzt schon 2mal die Abfuhr verpasst, weil die Erinnerungsfunktion nur sporadisch funktioniert. Auch verschwinden die exportierten Kalender Abfuhrtermine gelegentlich ohne Grund. So macht eine App die dafür sorgen soll, dass man die Abfuhrtermine nicht vergisst, einfach keinen Sinn!;1.0;False;Earthling Ben;Erinnerungsfunktion funktioniert nicht;igudd;
2022-07-06 15:38:03;Das erste, was ich mir angeschaut habe war ein nichtfunktionierendes Kalenderwidget. Anschließend Baustelleninfos von Baustellen, die schon seit über einem Jahr beendet sind. Sorry, dafür brauche ich keine App. Also gleich wieder gelöscht.;1.0;False;üpülö;Ausbaufähig;igudd;
2022-09-22 04:28:00;"Eigentlich ist die App nicht schlecht. Allerdings ist es wohl extrem schwierig, für die Erzpfuhlstraße in Elversberg EINEN Abfallkalender zu erstellen. 

Die Erzpfuhlstraße ist 2 mal hinterlegt, getrennt für Restmüll und Biotonne UND für blaue und gelbe Tonne. Was soll das ????

Somit ist es nicht möglich, eine Erinnerung einzustellen für alle Sorten. 

Eine erste Anfrage bei den Verantwortlichen ließ mich hoffen, dass es verbessert wird. Allerdings wurde es dann an irgendeine Stelle weitergeleitet, seitdem ist Funkstille und es wir nichts gemacht um das Problem zu beheben. 

Schade";1.0;False;michkrrrrrrr;2 Müllkalender für Erzpfuhlstraße;igudd;
2023-11-09 20:48:18;Wie nicht anders zu erwarten kommt die Meldung „Service nicht erreichbar“. Oh, wie ist dieses Land im xxsch…;1.0;False;klaus-58;Service (KEW) nicht erreichbar!!!;igudd;
